rank,name,author,link,star,fork,language,issues,description,last_commit
16,til,jbranchaud,https://github.com/jbranchaud/til,13577,746,Vim Script,9,:memo: Today I Learned,2025-01-10T22:16:26Z
17,vim-surround,tpope,https://github.com/tpope/vim-surround,13544,443,Vim Script,109,surround.vim: Delete/change/add parentheses/quotes/XML-tags/much more with ease,2024-06-30T12:27:56Z
18,vim-pathogen,tpope,https://github.com/tpope/vim-pathogen,12128,1158,Vim Script,19,pathogen.vim: manage your runtimepath,2022-08-24T17:21:16Z
19,syntastic,vim-syntastic,https://github.com/vim-syntastic/syntastic,11294,1138,Vim Script,39,Syntax checking hacks for vim,2022-07-10T12:58:50Z
20,vim-galore-zh_cn,wsdjeg,https://github.com/wsdjeg/vim-galore-zh_cn,10691,1419,Vim Script,0,Vim 从入门到精通,2024-12-30T06:07:39Z
21,fzf.vim,junegunn,https://github.com/junegunn/fzf.vim,9726,587,Vim Script,300,fzf :heart: vim,2024-11-04T08:43:30Z
22,use_vim_as_ide,yangyangwithgnu,https://github.com/yangyangwithgnu/use_vim_as_ide,9234,2373,Vim Script,53,use vim as IDE,2020-01-03T11:54:32Z
23,copilot.vim,github,https://github.com/github/copilot.vim,8996,333,Vim Script,0,Neovim plugin for GitHub Copilot,2024-10-08T15:39:05Z
24,vimwiki,vimwiki,https://github.com/vimwiki/vimwiki,8847,629,Vim Script,203,Personal Wiki for Vim,2024-12-01T05:19:54Z
25,vim-gitgutter,airblade,https://github.com/airblade/vim-gitgutter,8391,297,Vim Script,3,A Vim plugin which shows git diff markers in the sign column and stages/previews/undoes hunks and partial hunks.,2024-07-16T15:16:53Z
26,vim-multiple-cursors,terryma,https://github.com/terryma/vim-multiple-cursors,7948,245,Vim Script,1,True Sublime Text style multiple selections for Vim,2020-07-30T19:52:03Z
27,janus,carlhuda,https://github.com/carlhuda/janus,7875,814,Vim Script,90,Vim distribution,2022-04-09T17:39:09Z
28,macvim,macvim-dev,https://github.com/macvim-dev/macvim,7572,682,Vim Script,172,Vim - the text editor - for macOS,2025-01-09T22:38:34Z
29,vim-easymotion,easymotion,https://github.com/easymotion/vim-easymotion,7538,361,Vim Script,114,Vim motions on speed!,2024-02-05T02:30:15Z
30,ctrlp.vim,kien,https://github.com/kien/ctrlp.vim,7262,676,Vim Script,185,"Fuzzy file, buffer, mru, tag, etc finder.",2022-03-16T17:22:40Z
31,lightline.vim,itchyny,https://github.com/itchyny/lightline.vim,6783,316,Vim Script,0,A light and configurable statusline/tabline plugin for Vim,2024-12-30T13:14:36Z
32,vim-colors-solarized,altercation,https://github.com/altercation/vim-colors-solarized,6600,1753,Vim Script,76,precision colorscheme for the vim text editor,2024-04-10T14:44:21Z
33,emmet-vim,mattn,https://github.com/mattn/emmet-vim,6432,410,Vim Script,121,emmet for vim: http://emmet.io/,2024-08-10T02:07:49Z
34,tagbar,preservim,https://github.com/preservim/tagbar,6165,488,Vim Script,110,"Vim plugin that displays tags in a window, ordered by scope",2024-12-27T13:24:17Z
35,vim-commentary,tpope,https://github.com/tpope/vim-commentary,5940,213,Vim Script,22,commentary.vim: comment stuff out,2024-10-22T02:05:39Z
36,vim-devicons,ryanoasis,https://github.com/ryanoasis/vim-devicons,5677,267,Vim Script,57,"Adds file type icons to Vim plugins such as: NERDTree, vim-airline, CtrlP, unite, Denite, lightline, vim-startify and many more",2024-05-09T13:57:14Z
37,vim-polyglot,sheerun,https://github.com/sheerun/vim-polyglot,5625,296,Vim Script,82,A solid language pack for Vim.,2024-12-04T22:22:43Z
38,vim.wasm,rhysd,https://github.com/rhysd/vim.wasm,5533,145,Vim Script,15,Vim editor ported to WebAssembly,2024-06-27T08:34:35Z
39,vim-tmux-navigator,christoomey,https://github.com/christoomey/vim-tmux-navigator,5473,335,Vim Script,62,Seamless navigation between tmux panes and vim splits,2024-12-26T17:24:43Z
40,python-mode,python-mode,https://github.com/python-mode/python-mode,5452,775,Vim Script,36,"Vim python-mode. PyLint, Rope, Pydoc, breakpoints from box.",2024-05-16T16:24:40Z
41,vim-startify,mhinz,https://github.com/mhinz/vim-startify,5341,187,Vim Script,66,:link: The fancy start screen for Vim.,2024-01-05T12:47:32Z
42,vim-sensible,tpope,https://github.com/tpope/vim-sensible,5168,279,Vim Script,6,sensible.vim: Defaults everyone can agree on,2024-06-08T16:27:52Z
43,nerdcommenter,preservim,https://github.com/preservim/nerdcommenter,4996,447,Vim Script,83,Vim plugin for intensely nerdy commenting powers,2024-10-22T13:38:52Z
44,k-vim,wklken,https://github.com/wklken/k-vim,4896,1804,Vim Script,28,vim配置,2023-11-16T10:48:34Z
45,vim-markdown,preservim,https://github.com/preservim/vim-markdown,4715,525,Vim Script,237,Markdown Vim Mode,2024-09-20T06:23:57Z
46,codeium.vim,Exafunction,https://github.com/Exafunction/codeium.vim,4552,172,Vim Script,106,"Free, ultrafast Copilot alternative for Vim and Neovim",2024-12-02T19:41:26Z
47,goyo.vim,junegunn,https://github.com/junegunn/goyo.vim,4549,117,Vim Script,71,:tulip: Distraction-free writing in Vim,2023-03-04T11:27:04Z
48,vim-visual-multi,mg979,https://github.com/mg979/vim-visual-multi,4356,84,Vim Script,23,Multiple cursors plugin for vim/neovim,2024-09-01T18:09:22Z
49,vim,ma6174,https://github.com/ma6174/vim,4252,2877,Vim Script,0,vim配置文件和插件(不再维护),2019-01-21T15:17:00Z
50,vimspector,puremourning,https://github.com/puremourning/vimspector,4146,174,Vim Script,24,vimspector - A multi-language debugging system for Vim,2025-01-10T14:36:22Z
51,indentLine,Yggdroot,https://github.com/Yggdroot/indentLine,4144,230,Vim Script,75,A vim plugin to display the indention levels with thin vertical lines,2023-07-14T01:57:38Z
52,vim-easy-align,junegunn,https://github.com/junegunn/vim-easy-align,4139,121,Vim Script,23,:sunflower: A Vim alignment plugin,2024-07-23T03:28:14Z
53,auto-pairs,jiangmiao,https://github.com/jiangmiao/auto-pairs,4134,373,Vim Script,140,"Vim plugin, insert or delete brackets, parens, quotes in pair",2024-07-08T10:03:35Z
54,vim-rails,tpope,https://github.com/tpope/vim-rails,4108,382,Vim Script,37,rails.vim: Ruby on Rails power tools,2024-09-08T15:53:39Z
55,undotree,mbbill,https://github.com/mbbill/undotree,4014,102,Vim Script,35,The undo history visualizer for VIM,2025-01-01T20:35:01Z
56,vimplus,chxuan,https://github.com/chxuan/vimplus,3939,1135,Vim Script,256,:rocket:An automatic configuration program for vim,2024-06-05T17:34:10Z
57,rust.vim,rust-lang,https://github.com/rust-lang/rust.vim,3933,298,Vim Script,89,Vim configuration for Rust.,2024-06-02T21:15:07Z
58,onedark.vim,joshdick,https://github.com/joshdick/onedark.vim,3920,527,Vim Script,17,A dark Vim/Neovim color scheme inspired by Atom's One Dark syntax theme.,2024-07-16T15:02:14Z
59,vim-dadbod,tpope,https://github.com/tpope/vim-dadbod,3817,132,Vim Script,28,dadbod.vim: Modern database interface for Vim,2024-12-12T00:38:10Z
60,vim-javascript,pangloss,https://github.com/pangloss/vim-javascript,3797,357,Vim Script,69,Vastly improved Javascript indentation and syntax support in Vim.,2024-05-28T09:30:42Z
61,molokai,tomasr,https://github.com/tomasr/molokai,3615,1678,Vim Script,21,Molokai color scheme for Vim,2022-10-27T16:47:30Z
62,vim-colorschemes,flazz,https://github.com/flazz/vim-colorschemes,3436,630,Vim Script,22,one colorscheme pack to rule them all!,2021-09-09T18:09:31Z
63,dein.vim,Shougo,https://github.com/Shougo/dein.vim,3431,197,Vim Script,2,:zap: Dark powered Vim/Neovim plugin manager,2024-12-29T02:06:39Z
64,vim-unimpaired,tpope,https://github.com/tpope/vim-unimpaired,3351,206,Vim Script,37,unimpaired.vim: Pairs of handy bracket mappings,2023-09-17T10:53:33Z
65,vim-sneak,justinmk,https://github.com/justinmk/vim-sneak,3302,89,Vim Script,17,The missing motion for Vim :athletic_shoe:,2024-02-21T20:11:07Z
66,vim-lsp,prabirshrestha,https://github.com/prabirshrestha/vim-lsp,3177,306,Vim Script,43,async language server protocol plugin for vim and neovim,2024-09-22T23:16:10Z
67,supertab,ervandew,https://github.com/ervandew/supertab,3177,214,Vim Script,37,Perform all your vim insert mode completions with Tab,2024-06-07T15:39:11Z
68,editorconfig-vim,editorconfig,https://github.com/editorconfig/editorconfig-vim,3143,139,Vim Script,36,EditorConfig plugin for Vim,2025-01-10T22:14:55Z
69,ack.vim,mileszs,https://github.com/mileszs/ack.vim,3083,396,Vim Script,57,Vim plugin for the Perl module / CLI script 'ack',2024-03-12T02:12:15Z
70,everforest,sainnhe,https://github.com/sainnhe/everforest,3049,133,Vim Script,5,🌲 Comfortable & Pleasant Color Scheme for Vim,2025-01-05T10:45:57Z
71,codi.vim,metakirby5,https://github.com/metakirby5/codi.vim,3043,82,Vim Script,38,:notebook_with_decorative_cover: The interactive scratchpad for hackers.,2023-02-28T15:46:33Z
72,vim-test,vim-test,https://github.com/vim-test/vim-test,3022,397,Vim Script,109,Run your tests at the speed of thought,2024-12-29T12:26:25Z
73,CoVim,FredKSchott,https://github.com/FredKSchott/CoVim,2941,91,Vim Script,0,Collaborative Editing for Vim,2017-12-23T16:01:23Z
74,vim-powerline,Lokaltog,https://github.com/Lokaltog/vim-powerline,2859,371,Vim Script,0,Moved to powerline/powerline.,2013-01-22T07:14:05Z
75,space-vim,liuchengxu,https://github.com/liuchengxu/space-vim,2857,254,Vim Script,11,:four_leaf_clover: Lean & mean spacemacs-ish Vim distribution,2024-11-14T11:15:17Z
76,unite.vim,Shougo,https://github.com/Shougo/unite.vim,2852,223,Vim Script,1,:dragon: Unite and create user interfaces,2023-05-18T09:48:39Z
77,vim-abolish,tpope,https://github.com/tpope/vim-abolish,2811,88,Vim Script,35,abolish.vim: Work with several variants of a word at once,2024-08-07T21:16:02Z
78,awesome-vim-colorschemes,rafi,https://github.com/rafi/awesome-vim-colorschemes,2775,180,Vim Script,14,"Collection of awesome color schemes for Neo/vim, merged for quick use.",2024-05-28T11:02:27Z
79,neocomplete.vim,Shougo,https://github.com/Shougo/neocomplete.vim,2742,203,Vim Script,1,Next generation completion framework after neocomplcache,2023-05-18T09:47:35Z
80,papercolor-theme,NLKNguyen,https://github.com/NLKNguyen/papercolor-theme,2740,240,Vim Script,41,:art: Light & Dark Vim color schemes inspired by Google's Material Design,2024-07-26T16:36:04Z
81,vim-instant-markdown,instant-markdown,https://github.com/instant-markdown/vim-instant-markdown,2732,251,Vim Script,5,Instant Markdown previews from Vim,2023-11-06T07:20:43Z
82,vim-signify,mhinz,https://github.com/mhinz/vim-signify,2697,103,Vim Script,12,:heavy_plus_sign: Show a diff using Vim its sign column.,2024-07-12T15:02:40Z
83,neomake,neomake,https://github.com/neomake/neomake,2673,366,Vim Script,156,Asynchronous linting and make framework for Neovim/Vim,2024-04-05T19:20:22Z
84,flatland,thinkpixellab,https://github.com/thinkpixellab/flatland,2671,175,Vim Script,41,Flatland is a simple theme and accompanying color scheme for Sublime Text 2.,2019-03-21T16:40:24Z
85,vim-dispatch,tpope,https://github.com/tpope/vim-dispatch,2664,130,Vim Script,36,dispatch.vim: Asynchronous build and test dispatcher,2024-09-02T19:34:27Z
86,vim-indent-guides,preservim,https://github.com/preservim/vim-indent-guides,2643,164,Vim Script,39,A Vim plugin for visually displaying indent levels in code,2023-06-14T16:40:10Z
87,vim-repeat,tpope,https://github.com/tpope/vim-repeat,2630,83,Vim Script,16,"repeat.vim: enable repeating supported plugin maps with "".""",2024-07-08T21:28:41Z
88,tabular,godlygeek,https://github.com/godlygeek/tabular,2614,166,Vim Script,28,Vim script for text filtering and alignment,2024-07-03T16:03:39Z
89,targets.vim,wellle,https://github.com/wellle/targets.vim,2575,56,Vim Script,56,Vim plugin that provides additional text objects,2024-07-10T12:17:30Z
90,vim,nordtheme,https://github.com/nordtheme/vim,2533,275,Vim Script,23,"An arctic, north-bluish clean and elegant Vim theme.",2024-04-20T08:04:48Z
91,vim-floaterm,voldikss,https://github.com/voldikss/vim-floaterm,2523,81,Vim Script,59,:computer: Terminal manager for (neo)vim,2024-04-08T00:22:53Z
92,limelight.vim,junegunn,https://github.com/junegunn/limelight.vim,2374,55,Vim Script,18,:flashlight: All the world's indeed a stage and we are merely players,2024-09-12T09:17:54Z
93,vim-gutentags,ludovicchabant,https://github.com/ludovicchabant/vim-gutentags,2310,173,Vim Script,76,A Vim plugin that manages your tag files,2024-06-09T01:12:19Z
94,neobundle.vim,Shougo,https://github.com/Shougo/neobundle.vim,2292,170,Vim Script,0,Next generation Vim package manager,2018-07-26T00:04:32Z
95,vim-autoformat,vim-autoformat,https://github.com/vim-autoformat/vim-autoformat,2254,179,Vim Script,32,Provide easy code formatting in Vim by integrating existing code formatters.,2025-01-10T08:57:02Z
96,vim-vinegar,tpope,https://github.com/tpope/vim-vinegar,2251,88,Vim Script,24,vinegar.vim: Combine with netrw to create a delicious salad dressing,2024-06-28T23:22:40Z
97,iceberg.vim,cocopon,https://github.com/cocopon/iceberg.vim,2245,133,Vim Script,9,:antarctica: Bluish color scheme for Vim and Neovim,2024-11-24T04:21:51Z
98,vimux,preservim,https://github.com/preservim/vimux,2219,162,Vim Script,20,easily interact with tmux from vim,2024-09-26T21:50:50Z
99,dot-vimrc,humiaozuzu,https://github.com/humiaozuzu/dot-vimrc,2212,768,Vim Script,13,Maple's vim config files,2017-05-17T08:33:59Z
100,vim-table-mode,dhruvasagar,https://github.com/dhruvasagar/vim-table-mode,2127,96,Vim Script,28,VIM Table Mode for instant table creation.,2024-03-13T18:39:35Z
